objectid,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,comments,event_import_source,event_import_id,latitude,longitude,country_name,country_code,admin_division_name,gazetteer_closest_point,gazetteer_distance,submitted_date,last_edited_date
3,The Arunachal Times,http://www.arunachaltimes.in/six-killed-in-meghalaya-landslides/,10987,1497657600000.0,,Fatal landslide in Umiam,Landslide following continuous rain kills 3 in Umiam industrial area,"Umiam, Ribhoi, Meghalaya",5km,landslide,continuous_rain,medium,unknown,3.0,0.0,,,,GLC,,25.67836832,91.9234343,India,IN,Meghalaya,Shillong,6.3,1499712355000.0,
6,Kashmir Observer,http://www.kashmirobserver.net/index.php?option=com_content&view=article&id=4458:ladakh-highway-closed-for-traffic&catid=2:local-news&Itemid=3,1769,1271721600000.0,,"India Gate(?), Srinagar-Leh highway, Kashmir","Sources said several landslides also occurred at different places including Kanipathri and India gate on the highway due to rainfall in the lower regions.  The Srinagar-Leh national highway was closed to traffic today as high altitude areas of Kashmir valley experienced fresh snowfall for the third day.  The 434 km Srinagar-Leh Highway, the only road linking frontier region of Ladakh with rest of Jammu and Kashmir, was closed this morning after heavy snowfall at the 11,578 feet high Zojila pass, official sources said.","India Gate(?), Srinagar-Leh highway, Kashmir",unknown,landslide,downpour,medium,above_road,0.0,,,,,GLC,1769,34.38667467,76.34149164,India,IN,Jammu and Kashmir,Goma,7.35,1396310400000.0,
7,assamtribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=apr2110/at06,1770,1271721600000.0,,"Kharghuli, Guwahati, Assam","GUWAHATI, April 20 – Civic woes of Guwahatians is continuing to unfold its murkier side with incessant downpour today forcing district administration to engage National Disaster Response Force (NDRF) to facilitate movement of residents of low-lying areas at the heart of the capital city.   The incessant rains also led to landslide in the hilly areas of the city, including at Kharghuli hillside and the hills adjoining the Raj Bhavan. ","Kharghuli, Guwahati, Assam",1km,landslide,downpour,medium,unknown,0.0,,,,,GLC,1770,26.1965,91.763,India,IN,Assam,Gauhati,1.77,1396310400000.0,
11,The Indian Express,http://indianexpress.com/article/india/india-others/mizorams-power-lifeline-on-shaky-ground-after-landslip/,7972,1440726300000.0,02:00,"Mizoram, India","A downpour was drenching the old building at 1.45am on August 28 when what seemed to be a tremor struck. Several glass panes on windows lining the western wall cracked and broke, as did parts of the concrete wall of the control room of the 132KV power sub-station at Zuangtui, on Aizawl’s eastern outskirts.","Mizoram, India",25km,landslide,downpour,large,unknown,0.0,0.0,,,,GLC,7972,23.4495,92.8112,India,IN,Mizoram,Mizoram,9.74,1467303660000.0,
14,alertnet,http://www.alertnet.org/thenews/fromthefield/222031/128136284695.htm,2206,1281054600000.0,00:00,"villages Shapoo(?), Bazgo(?) and wide area around Leh, Ladakh, Jammu and Kashmir","On the night of 5th and 6th August 2010, between 00:00 hrs and 00:30 hrs, intensive rainfall followed by massive cloudburst in high altitude terrain of Leh (3505m), triggered numerous debris flows, mud flows (earth spreads) and sand flows. These widespread, composite flows in the over saturated slope forming materials caused 182 deaths including that of 3 foreign tourists, damaged 607 houses, breached all major communication networks to Leh town besides inflicting an unaccountable loss of livestock and agriculture fields. The disaster caused severe damage to the settlements in parts of Leh town, Sabu village, Choklamsar, Leh airport area, Nimu, Ney and Bazgo area around the town. Widespread occurrence of varied, unconsolidated Quaternary drift deposits perched over gentle to fairly steep slopes are susceptible to mass movement under conditions of heavy saturation.   Unprecedented rainfall of the order of 240 mm within 24 hours on account of cloud bursts in the Leh region during 4-6 Aug","villages Shapoo(?), Bazgo(?) and wide area around Leh, Ladakh, Jammu and Kashmir",50km,landslide,downpour,very_large,unknown,234.0,,,,,GLC,2206,34.1416,77.4871,India,IN,Jammu and Kashmir,Leh,5.74,1410457350000.0,
26,onmanora,http://english.manoramaonline.com/news/just-in/cloudburst-strikes-jk-15-killed-as-unabated-rains-lash-north.html,7158,1436572800000.0,,"Srinigar-Jammu Highway, Gangroo, Udhampur",Landslide at several places along highway; unspecific; highway closed,"Srinigar-Jammu Highway, Gangroo, Udhampur",5km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,GLC,7158,32.9262,75.1447,India,IN,Jammu and Kashmir,Udhampur,1.51,1436796124000.0,
32,ekantipur.com,http://ekantipur.com/2013/07/23/top-story/floods-landslides-bring-misery-8-dead-13-missing/375202.html,5165,1374451200000.0,,"Chinnebas, Syangja District","In Syangja district, landslides killed three personsÑthree-month-old Mina BK, Rita Bhattarai and Dil Bahadur SarkiÑin Sekham, Kuwakot and Chinnebas. A landslide in Chinnebas destroyed a school building and a suspension bridge.","Chinnebas, Syangja District",5km,landslide,downpour,large,unknown,1.0,,,,,GLC,5165,27.9687,83.9066,Nepal,NP,Gandaki,Bahakot,14.13,1396310400000.0,
34,indiavision,http://www.indiavision.com/news/article/national/67832/1/print/,1995,1276646400000.0,,Tripi (Tirpai?) road of Upper Gumfa area in Kalimpong,"Siliguri, (IANS) At least three people were killed Thursday when a landslide destroyed a house in West Bengal's Darjeeling district, police said. The incident occurred on the Tripi road of Upper Gumfa area in Kalimpong. The dead were identified as Surekha Bhutia (48) and her two children, Debita Bhutia (21) and Sanjong Bhutia (18). Two others in the house were seriously injured, said police officer Puran Subba.",Tripi (Tirpai?) road of Upper Gumfa area in Kalimpong,10km,landslide,rain,medium,unknown,3.0,,,,,GLC,1995,27.0765,88.4808,India,IN,West Bengal,Kalimpong,0.39,1396310400000.0,
45,DNA India,http://www.dnaindia.com/india/report-pune-landslide-toll-mounts-106-bodies-recovered-so-far-2007689,6186,1406710800000.0,06:00,Malin landslide,"Lull in the rains is enabling NDRF jawans to clear the mud faster. There is little hope of finding more survivors. Rescue operations are to continue for two more days. At least 145 people are now confirmed dead in the tragedy amid fears that the toll may go up substantially, while around 100 trapped in a landslide near Bhimashankar in Pune district that took place on Wednesday. The landslide took place early in the morning in Malin village in Ambegaon tehsil of Pune due to heavy rainfall. The village is just 10 kilometres from Bhimashankar Jyotirling Temple in Ambegaon Taluka and 70 kilometres from Pune city. Rescue operations have started and many bodies have so far been extracted from under the debris by team of National Disaster Response Force. A 100 member team of the National Disaster Response Force (NDRF) has been rushed to the spot even as locals have begun efforts to save those trapped. ""We got the information about landslide at 10:45 am from Pune district collectorate and we s","Malin, Pune, Maharashtra",exact,mudslide,monsoon,large,deforested_slope,151.0,,,http://blogs.agu.org/landslideblog/files/2014/07/14_07-Malin-2-e1406792435386.jpg,,GLC,6186,19.16260832,73.68550038,India,IN,Maharashtra,Ghod,20.29,1420668198000.0,
57,himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,2467,1284854400000.0,,"Kumarhatti-Nahan road, Himachal Pradesh","(posted 9/22 but may cover events from past weeks)A police spokesman said that traffic on the Shimla- Kalka highway was disrupted near Solan. The beaten track of the Theog-Kotkhai-Jubbal road was blocked at several places because of landslides or traffic jams and the Chopal road was also blocked by landslides – disrupting marketing operations of apples.  Elsewhere, the Karsog-Mandi road, Karsog-Rampur road, Kasauli-Parwanoo road, Kumarhatti-Nahan road, Pulbhal-Solan road, Rajgarh-Habban road and several others blocked.","Kumarhatti-Nahan road, Himachal Pradesh",25km,landslide,downpour,medium,unknown,0.0,,,,,GLC,2467,30.7198,77.1695,India,IN,Himachal Pradesh,Nahan,21.19,1396310400000.0,
65,kantipuronline,http://www.kantipuronline.com/kolnews.php?&nid=154099,654,1216339200000.0,,Katunje VDC in Dhading district ,At least five people died after being buried in a landslide at Katunje VDC in Dhading district on Friday evening. ,Katunje VDC in Dhading district ,10km,landslide,monsoon,medium,unknown,8.0,,,,,GLC,654,28.9,80.87,Nepal,NP,Seti,Tolisain,22.19,1396310400000.0,
66,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-10-07/guwahati/42793381_1_anil-nagar-heavy-rain-nabin-nagar,5582,1381063500000.0,13:00,"Batahguli, Guwahati, Assam","Heavy downpour in the last 24 hours paralyzed life in Guwahati and a landslide triggered by the rain claimed the life of an elderly person in the city on Sunday. The rain also dampened the spirit of Durga Puja shopping in the city. Kamrup (Metro) additional deputy commissioner Dhrubajyoti Das said one Man Bahadur Gurung (80) of Batahghuli area in the city died when a rock rolled down the hills and hit Gurung, who was sitting at the foothills. Another landslide occurred on the Nilachal Hill, but no one was injured in the incident.","Batahguli, Guwahati, Assam",5km,landslide,downpour,medium,unknown,1.0,,,,,GLC,5582,26.1309,91.8383,India,IN,Assam,Pomahi,5.26,1396310400000.0,
70,Samaya,http://odishasamaya.com/news/mudslide-killed-3-people-jk,6872,1426377600000.0,,Poonch district,"“A 42-year-old man was killed after he was buried under a mudslide in Poonch district. Efforts to save him proved futile. The body was, however, recovered and handed over to relatives.”",Poonch district,25km,mudslide,rain,medium,unknown,1.0,0.0,,,,GLC,6872,33.7732,74.1011,India,IN,Jammu and Kashmir,Punch,0.87,1427490041000.0,
71,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,5049,1373155200000.0,,"Mandi-Janjheli Road At Odidhar Thunag, Himachal Pradesh","Heavy rainfall continued to lash several parts of Himachal Pradesh on Sunday, causing rise in water level in rivers, besides triggering landslides at some places. In Mandi town flooding of a nullah near the government hospital choked the hospital premises and the market with mud and garbage and also buried parked vehicles. According to Shimla meteorological centre, heavy to very heavy rainfall would occur at isolated places in Sirmaur, Solan, Bilaspur, Hamirpur, Una, and parts of Shimla, Mandi and Kangra districts during next 48 hours. Landslides in different parts of Mandi also left national highways leading to Kullu, Pathankot and Shimla blocked for a while. The Mandi-Pathankot highway was blocked after landslides at Paddar on Sunday morning around 3 am and traffic was restored only around 10 am. While landslide near Mandi gurdwara left Manali highway blocked for around 30 minutes, the Mandi-Pathankot highway remained closed for three hours on Saturday after heavy rains caused landsl","Mandi-Janjheli Road At Odidhar Thunag, Himachal Pradesh",5km,landslide,downpour,medium,unknown,,,,,,GLC,5049,31.5596,77.1679,India,IN,Himachal Pradesh,Pandoh,15.77,1396310400000.0,
75,The Times of India,http://timesofindia.indiatimes.com/city/kolkata/Landslides-claim-1-life-block-Hills-road-in-Darjeeling/articleshow/47858393.cms,7021,1435446000000.0,23:00,"Old Monastery Road, Ghum",The body of Phupu Doma Bhutia (45) was recovered by her relatives in her shanty in Ghoom on Sunday morning. It is suspected that a loose boulder tumbled down on the hut where Phupu lived.,"Old Monastery Road, Ghum",1km,landslide,downpour,medium,unknown,1.0,0.0,,,,GLC,7021,27.0076,88.251,India,IN,West Bengal,Darjeeling,3.79,1435679027000.0,
80,washingtonpost,http://www.washingtonpost.com/world/asia-pacific/landslides-triggered-by-monsoon-rains-strike-2-villages-in-nepal-leaving-6-dead-10-missing/2011/07/15/gIQAsjcOFI_story.html,3780,1310688000000.0,,"Purtingkada village (320 kilometers west of the capital, Katmandu)","KATMANDU, Nepal — Landslides triggered by monsoon rains buried parts of two remote mountainous villages in Nepal on Friday, killing six people, with 10 others believed to be buried in the debris.  A landslide buried 10 houses in Purtingkada village, located about 200 miles (320 kilometers) west of the capital, Katmandu, said Krishna Prasad Adhikari, the chief government administrator of Rukum district. Villagers recovered three bodies and dug out five people alive, he said. They were searching for 10 others who were missing and believed to be buried in the rubble. Police rescuers were heading to the village, which is accessible only by foot and is a six-hour trek from the nearest town.  Separately, three people were killed and five others were injured in a landslide in Nuwakot Thanksingh village, located 50 miles (80 kilometers) north of Katmandu. Police official Anup Rayamajhi said one house was completely buried and several others were damaged.  Nepal’s monsoon season began last mont","Purtingkada village (320 kilometers west of the capital, Katmandu)",unknown,landslide,downpour,large,unknown,6.0,,,,,GLC,3780,28.7956,82.2314,Nepal,NP,Bheri,Dumjala,6.1,1396310400000.0,
110,eKantipur,http://www.ekantipur.com/2014/08/16/national/landslide-victims-in-peril-for-no-timely-rescue/393670.html,6518,1407888000000.0,,Ramidanda,The situation of the victims of rain-triggered landslide occurred in Jajarkot on Wednesday has become more alarming in absence of timely rescue operations.,Ramidanda,5km,landslide,rain,medium,unknown,2.0,6.0,,,,GLC,6518,28.9446,82.2494,Nepal,NP,Bheri,Dumjala,18.04,1418749776000.0,
122,Nyoooz,https://www.nyoooz.com/news/dehradun/776445/landslides-in-garhwal-leave-travellers-stranded-for-hours/,10069,1491436800000.0,,Landslide on NH-34 at Dharashu,Night of heavy rains and snowfall triggers landslide that blocks road at Dharashu,"Dharashu, Uttarkashi, Uttarakhand, India",1km,landslide,downpour,small,above_road,0.0,0.0,,,,GLC,,30.61461423,78.3157525,India,IN,Uttaranchal,Chham,10.66,1501852774000.0,
144,ABC,http://www.abc.net.au/news/2014-08-16/an-floods2c-landslide-leave-17-dead-in-northern-india/5675282,6510,1408060800000.0,,Pauri district of Uttarakhand,"Fourteen people were killed when their houses were buried by a tide of mud and trees, emergency official Piyush Rautela told AFP.",Pauri district of Uttarakhand,unknown,debris_flow,rain,medium,unknown,14.0,0.0,,http://www.abc.net.au/news/image/5675284-3x2-940x627.jpg,,GLC,6510,30.1176,78.7472,India,IN,Uttaranchal,Alaknanda,12.85,1418682277000.0,
161,Indian Express,http://www.newindianexpress.com/nation/Malshej-ghat-closed-after-landslide-3rd-incident-this-season/2016/08/03/article3561161.ece,9356,1470177000000.0,22:00,"Malshej ghat, Maharashtra, India","Malshej ghat, a vital link to Mumbai and other parts of the state via Murbad taluka in the district, has been closed for vehicular traffic after landslide and boulder crash late tonight, police said.  This is the third such incident on Malshej ghat route this monsoon season.  ""Boulders crashed for the third time this season in the Malshej ghats within the limits of Murbad taluka late tonight,"" the district rural police control said.  The incident took place around 10.30 pm, due to which the vehicular movement on this route has been stopped, police said.  Last month, the route had been kept closed for ten days after boulders had crashed, blocking the path.  This route is usually used for transporting vegetables to Mumbai market from Pune and other places.","Malshej ghat, Maharashtra, India",1km,rock_fall,monsoon,medium,above_road,0.0,0.0,,,,GLC,9356,19.3421,73.7735,India,IN,Maharashtra,Harischandra Range,13.44,1470239383000.0,
171,hindu,http://www.hindu.com/2010/11/24/stories/2010112450790100.htm,2729,1289865600000.0,,"road near Saverikadu village(?), between Palani and Kodaikanal, Tamil Nadu province",The Highways Department had earlier closed traffic on Palani-Kodaikanal ghat road after a massive landslide near Saverikadu village recently. It has started the construction of a permanent structure to prevent further landslides in this village.,"road near Saverikadu village(?), between Palani and Kodaikanal, Tamil Nadu province",10km,landslide,downpour,medium,unknown,0.0,,,,,GLC,2729,10.3184,77.5277,India,IN,Tamil Nadu,Kadaikan,11.14,1396310400000.0,
175,Daijiworld.com,http://www.daijiworld.com/news/news_disp.asp?n_id=36749&n_tit=Mangalore%3A Landslide at Dota - Kavoor-Madankodi Road Damaged - Pics,166,1186617600000.0,,Mangalore,closest to predicted location of Dahanu (792.36 km),Mangalore,10km,landslide,rain,medium,unknown,,,,,,GLC,166,12.8733,74.8481,India,IN,Karnataka,Mangalore,0.73,1396310400000.0,
180,Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,2422,1284336000000.0,,"Hunthar Veng, Mizoram","In Hunthar Veng, the kitchen side of H. Lalchhanhima’s house was damaged by a landslide while the road to Kanan Veng was blocked by a landslide. ","Hunthar Veng, Mizoram",1km,landslide,downpour,medium,urban,,,,,,GLC,2422,23.74182634,92.7141905,India,IN,Mizoram,Aizwal,9.59,1396310400000.0,
191,dnaindia,http://www.dnaindia.com/india/report_j-and-k-highway-closed-for-traffic-for-second-day-due-to-landslides_1508148,3114,1297555200000.0,,"Batote-Doda-Kishtwar road, at Jathi(?) and Drabshalla, Jammu and Kashmir","The Batote-Doda-Kishtwar road was also blocked for traffic due to landslide at Jathi and Drabshalla area near Jammu for the second day today, he said.  Border Roads Organisation personnel are working to clear the landslide and repair the road washed away by flashfloods, he said.  ...  Jammu-Srinagar National Highway, connecting Kashmir Valley to the outside world, remained closed for traffic for the second consecutive day following landslides at Panthal.  ""The highway is closed for traffic. There have been landslides at Panthal,"" an official of the traffic control room said in Srinagar, adding it was unclear when the road would be open for traffic.","Batote-Doda-Kishtwar road, at Jathi(?) and Drabshalla, Jammu and Kashmir",5km,landslide,snowfall_snowmelt,medium,unknown,0.0,,,,,GLC,3114,33.1804,75.8101,India,IN,Jammu and Kashmir,Shandero,4.16,1410379921000.0,
196,himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,2468,1284854400000.0,,"Pulbhal(?)-Solan rd, Himachal Pradesh","(posted 9/22 but may cover events from past weeks)A police spokesman said that traffic on the Shimla- Kalka highway was disrupted near Solan. The beaten track of the Theog-Kotkhai-Jubbal road was blocked at several places because of landslides or traffic jams and the Chopal road was also blocked by landslides – disrupting marketing operations of apples.  Elsewhere, the Karsog-Mandi road, Karsog-Rampur road, Kasauli-Parwanoo road, Kumarhatti-Nahan road, Pulbhal-Solan road, Rajgarh-Habban road and several others blocked.","Pulbhal(?)-Solan rd, Himachal Pradesh",25km,landslide,downpour,medium,unknown,0.0,,,,,GLC,2468,30.9035,77.0965,India,IN,Himachal Pradesh,Gannja,8.56,1396310400000.0,
197,Setopati,http://setopati.net/society/7523/,7107,1435964400000.0,23:00,Road between Barpak and Muchok,The buses en route to Gorkha bazaar from Baluwa bazaar of Simjung and buses from Kathmandu were stranded mid-way following the landslip.,Road between Barpak and Muchok,10km,landslide,continuous_rain,small,above_road,0.0,0.0,,,,GLC,7107,28.1046,84.6634,Nepal,NP,Gandaki,Chepe Ghat,19.1,1436378929000.0,
198,ibnlive.in,http://ibnlive.in.com/news/landslides-shake-idukki-district/283297-60-116.html,4489,1345161600000.0,,"Idukki-Kattappana Rd, kerala (Mid-point of rd)","A minor landslip was also reported on the Idukki-Kattappana Road. This created a minor traffic block, the Fire and Rescue Services sources said","Idukki-Kattappana Rd, kerala (Mid-point of rd)",10km,landslide,downpour,medium,unknown,,,,,,GLC,4489,9.8232,77.1498,India,IN,Kerala,Carda Mom Hills,6.93,1396310400000.0,
199,zeenews.india,http://zeenews.india.com/news/assam/road-between-silchar-guwahati-disrupted_781633.html,4407,1339545600000.0,,"NH44, Malidhor area,  Baleswar","Road communication between Guwahati and Silchar has been disrupted following landslides due to heavy rainfall at five places, official sources said here on Wednesday.  Landslides occurred at five places between Malidhor and Kuliang area at Baleswar near Meghalaya on NH 44 since last evening due to which vehicles, including night buses, were stranded. ","NH44, Malidhor area,  Baleswar",50km,landslide,downpour,medium,unknown,,,,,,GLC,4407,25.0951,92.3567,India,IN,Meghalaya,Chargram,13.56,1396310400000.0,
204,The Himalayan Times,http://thehimalayantimes.com/nepal/landslide-claims-one-in-bhojpur/,7961,1441411200000.0,,Bhojpur,"One died and another sustained critical injuries after they were buried by a landslide in Bhojpur on Saturday.  According to the District Police Office, Bhojpur, the deceased has been identified Nilam Rai (44) of Sangpang-4.",Bhojpur,10km,landslide,unknown,medium,unknown,1.0,1.0,,,,GLC,7961,25.4551,84.5322,India,IN,Bihar,Agiaon,11.68,1467301001000.0,
212,Odisha Sun Times,http://odishasuntimes.com/two-buried-alive-as-land-caves-in-during-project-work-in-odisha/,9837,1498003200000.0,,Work site landslide in Odisha,Construction work on river embankment collapses,Jharbeda village in Karanjia block,5km,riverbank_collapse,construction,medium,above_river,2.0,2.0,,http://odishasuntimes.com/wp-content/uploads/2017/06/mudslide.jpg,,GLC,,21.556137,85.70071225,India,IN,Orissa,Keonjhargarh,13.66,1498157472000.0,
219,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-08-10/rajkot/29871537_1_heavy-rainfall-assistant-commandant-crpf,3902,1312848000000.0,,"Mount Abu, Harna Hanuman temple","Landslide at Mt Abu after heavy rains TNN Aug 10, 2011, 11.39am IST  OUNT ABU/ PALANPUR: Heavy downpour at Mount Abu triggered off a landslide at Harna Hanuman temple on Tuesday morning blocking the Mount Abu road which connects the hill station with the rest of the country. Thousands of tourists were stranded due to the landslide. By 7 pm, Mount Abu recorded 210 mm rain within 12 hours bringing its total rainfall this season to 752 mm. Mount Abu's Nakki lake was overflowing since Tuesday afternoon.  Power failure added to the woes of the tourists stuck in Mount Abu. And they might be trapped there for some more time as officials said heavy rain was obstructing the work of clearing the road.  Power failure added to the woes of the tourists stuck in Mount Abu. And they might be trapped there for some more time as officials said heavy rain was obstructing the work of clearing the road.","Mount Abu, Harna Hanuman temple",5km,landslide,downpour,medium,unknown,0.0,,,,,GLC,3902,24.5958,72.7169,India,IN,Rajasthan,Abu Road,13.89,1396310400000.0,
229,himachal.us,http://himachal.us/2010/09/23/efforts-to-evacuate-tourists-trapped-in-sangla-valley-fail/22265/people/ravinder,2480,1284940800000.0,,"Kullu village(or district?) below agricultural lands, Himachal Pradesh","Late monsoon rains have left a destruction trail behind in the high altitude tribal district of Kinnaur, in Kullu, Sirmaur and Shimla district with one person losing his life in the city here.  BM Nanta, deputy commissioner Kullu said, said that some houses in village had developed cracks after the adjoining agricultural lands was damaged in a landslide.","Kullu village(or district?) below agricultural lands, Himachal Pradesh",5km,landslide,downpour,medium,unknown,0.0,,,,,GLC,2480,31.944,77.1179,India,IN,Himachal Pradesh,Kulu,2.27,1396310400000.0,
231,Daiji World,https://www.daijiworld.com/news/newsDisplay.aspx?newsID=535692,14465,1541252038000.0,09:00,"Landslides kills nine-year-old girl in Jammu and Kashmir, India","Landslides triggered by incessant rains closed the strategic Jammu-Srinagar highway. A nine-year-old-girl has died and three of her relatives have been injured in the Rajouri District of Jammu and Kashmir, India.","Jammu-Srinagar highway, Ramban, Jammu & Kashmir, 182148",50km,landslide,continuous_rain,medium,above_road,1.0,3.0,,,Incessant rains caused multiple landslides in Ramban district during the week.,GLC,,33.25426998,75.20536699,India,IN,Jammu and Kashmir,Chaunkri,18.46,1596548039000.0,
234,The Times of India,http://timesofindia.indiatimes.com/city/chandigarh/jcb-helper-dies-in-landslide/articleshow/57782019.cms,10856,1490176800000.0,10:00,JCB Helper Dies in Sainj Landslide,"The helper of a JCB machine operator was killed after he was buried alive in a landslide near Sainj, Shimla, on Wednesday morning.  The JCB was involved in constructing a retaining wall when debris from the landslide covered it. Superintendent of police D W Negi said six labourers were working at the construction site when the landslide occurred around 9.40am. ""While the operator and other four labourers managed to jump to safety, the helper could not and died on the spot as heavy load of soil and stones fell on him,"" Negi said.","Sainj, Kullu, Himachal Pradesh",5km,landslide,construction,small,retaining_wall,1.0,,,,Event occurred 9:40am.,GLC,,31.77315744,77.30471357,India,IN,Himachal Pradesh,Manglaor,14.99,1506454355000.0,
243,Hindustan Times,http://www.hindustantimes.com/india-news/manipur-heavy-rains-trigger-landslides-along-national-highways/story-84kUb5i3oGENZmSEVhJ3eO.html,11159,1499558400000.0,,Landslide on NH-2 between Sinam and Laijang,"Landslide on NH-2 near Kohima, following continuous rain. Around 60 feet of the national highway 37 between Sinam and Laijang villages in the Imphal-Jiribam sector, about 35 km from Imphal, broke off on Sunday morning, officials said.","Jakhama, Kohima, Nagaland",10km,landslide,continuous_rain,small,above_road,0.0,0.0,,http://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2017/07/09/Pictures/_7532de6e-64a9-11e7-8e9a-26934b659213.jpg,"Date is approximate, article does not give specific date (corroborated with other landslides in close proximity and chronology).",GLC,,25.6320357,94.10065403,India,IN,Nagaland,Sochumei,21.88,1499693005000.0,
245,AGU Blogsphere,https://blogs.agu.org/landslideblog/2018/10/09/shongtong-1/,14202,1429147599000.0,unknown,Mebar Landslide,"Estimated date. Construction on the national highway tunnel caused a mass of rocks to collapse and block the road in Mebar Village, below Barang Village.",Along National Highway 22 near Mebar Village and above Barang Village,10km,landslide,construction,medium,above_road,,,,,"Estimated date, April 2015.",GLC,,31.49911602,78.22419099,India,IN,Himachal Pradesh,Oling,5.93,1590802000000.0,
246,eKantipur,http://www.ekantipur.com/2014/08/15/top-story/10-people-killed-in-floods-landslides/393604.html,6522,1407974400000.0,,Shaktikhor-2,"In Chitwan, Renuka Chepang, a 22-year-old pregnant woman, died when a landslide crushed her while working in the field at Shaktikhor-2.",Shaktikhor-2,10km,landslide,rain,medium,deforested_slope,1.0,0.0,,,,GLC,6522,27.737,84.6073,Nepal,NP,Narayani,Narayangarh,17.96,1418755342000.0,
258,Deccan Chronicle,https://www.deccanchronicle.com/nation/current-affairs/100818/landslides-halt-kuthiran-tunnels-work.html,14518,1533769200000.0,,Kuthiran Tunnel Landslide,"Landslide of soil, rock, and trees sliding down from the Kuthiran mountain above halted work at the Kuthiran tunnels.","Kuthiran Tunnel, Thrissur, Kerala, 680652",exact,landslide,downpour,medium,above_road,,,,https://s3.ap-southeast-1.amazonaws.com/images.deccanchronicle.com/dc-Cover-v4pdvoo1tsgqav2shc7upmiek3-20180810061246.Medi.jpeg,,GLC,,10.57211238,76.38600784,India,IN,Kerala,Chittalancheri,11.12,1594158703000.0,
273,Himalayan Times,http://www.thehimalayantimes.com/fullNews.php?headline=Blocked+Lamjung+river+threatens+90+houses&NewsID=384390,5126,1374188400000.0,23:00,"landslide blocks Khundi Khola, forms lake","Debris falling from a massive landslide have blocked the Khundi Khola in Ghan Pokhara VDC-8, turning the river into a lake as deep as 150 metres and putting 90 houses, including the Khundi police post and the Agriculture Service Centre, at risk. ÒThe ÔlakeÕ is draining out slowly, but the danger remains as it is still raining,Ó said a local. Local authorities have alerted the people about a possible disaster. The Khundi hydropower project has been shut. (2nd article) High alert has been announced in Khudi village and locals are being evacuated to a safer place after landslides blocked the Khudikhola at Ghanpokhara-8 in the remote part of the district. Authorities and locals fear of outburst of a temporary lake that formed after the blockade of the river. It is learnt that there are about 150 houses on the bank of the river downstream. The river was blocked on Thursday night.",Khundi Khola (River) at Ghan Pokhara Vdc-8,25km,landslide,rain,medium,unknown,0.0,,,,,GLC,5126,28.33321816,84.33062283,Nepal,NP,Gandaki,Ma-hsun-ti Ho,7.14,1396310400000.0,
291,Times of India,http://timesofindia.indiatimes.com/city/kolkata-/Landslides-cut-off-Hills-for-two-hours/articleshow/8907428.cms,3617,1308351600000.0,23:00,Pankhabari and Rohini routes in Kurseong,"The Hills was cut off for a couple of hours from the rest of the country due to landslides at various places in Kurseong subdivision though there were no reports of loss of life or damage to properties.   Incessant overnight rainfall continued through Saturday morning, barring a few hours of break. On Friday night, landslides hit the Pankhabari and Rohini routes in Kurseong, halting vehicular movement. Electricity poles and trees were uprooted at various places due to the high wind blocking roads. However, the roads were cleared on Saturday for vehicular movement.   ""Vehicular movement via Pankhabari and Rohini in Kurseong were disrupted because of landslides and trees uprooted from last night's rain. But that has been cleared today,"" said Mohan Gandhi, Darjeeling DM. The Kurseong SDO asked schools to remain closed on Saturday because of the high wind and incessant rainfall.",Pankhabari and Rohini routes in Kurseong,5km,landslide,continuous_rain,medium,above_road,0.0,,,,,GLC,3617,26.84850975,88.26181745,India,IN,West Bengal,Kurseong,4.29,1446732522000.0,
293,Tribune,http://www.tribuneindia.com/news/jammu-kashmir/landslide-shuts-jammu-kishtwar-highway-3-000-stranded/56664.html,6907,1426896000000.0,,Chena Bhati in Karara,"More than 3,000 people were stranded after the Jammu-Kishtwar National Highway was closed following a massive landslide at Karara, 25 km from here.",Chena Bhati in Karara,50km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,GLC,6907,33.1754,75.8103,India,IN,Jammu and Kashmir,Shandero,4.66,1432825033000.0,
